Файл	C:\Documents and Settings\Center\Рабочий стол\Изгиб_08.11.22\Иост_1.rez
Вид испытания	сжатие	1
Дата	8 Ноябрь 2022 г.	12:49:49
Скорость [мм/мин]	 1.0
Форма	Круглый	0
Начальные размеры: [мм]
Диаметр	Толщина	Ширина	Длина	База
10.00			50.00	40.00
Размеры после испытания: [мм]

Количество точек	2415

Время [с]	Перемещение [мм]	Усилие [Н]
79.60	2.616	1.6200E+0
79.70	2.620	1.6100E+0
79.80	2.623	1.6100E+0
79.90	2.626	1.6100E+0
80.00	2.630	1.6100E+0
80.10	2.633	1.6200E+0
80.20	2.636	1.6100E+0
80.30	2.639	1.6100E+0
80.40	2.643	1.6100E+0
80.50	2.646	1.6100E+0
80.60	2.649	1.6200E+0
80.70	2.652	1.6100E+0
80.80	2.655	1.6200E+0
80.90	2.659	1.6200E+0
81.00	2.662	1.6200E+0
81.10	2.665	1.6100E+0
81.20	2.668	1.6200E+0
81.30	2.671	1.6200E+0
81.40	2.675	1.6300E+0
81.50	2.678	1.6200E+0
81.60	2.681	1.6200E+0
81.70	2.684	1.6300E+0
81.80	2.688	1.6200E+0
81.90	2.691	1.6200E+0
82.00	2.694	1.6200E+0
82.10	2.697	1.6300E+0
82.20	2.700	1.6400E+0
82.30	2.704	1.6300E+0
82.40	2.707	1.6300E+0
82.50	2.710	1.6300E+0
82.60	2.716	1.6400E+0
82.70	2.719	1.6300E+0
82.80	2.723	1.6300E+0
82.90	2.726	1.6400E+0
83.00	2.729	1.6300E+0
83.10	2.732	1.6300E+0
83.20	2.735	1.6400E+0
83.30	2.739	1.6400E+0
83.40	2.742	1.6400E+0
83.50	2.745	1.6300E+0
83.60	2.748	1.6300E+0
83.70	2.751	1.6400E+0
83.80	2.754	1.6300E+0
83.90	2.757	1.6400E+0
84.00	2.760	1.6300E+0
84.10	2.764	1.6400E+0
84.20	2.767	1.6400E+0
84.30	2.770	1.6300E+0
84.40	2.773	1.6300E+0
84.50	2.776	1.6400E+0
84.60	2.780	1.6400E+0
84.70	2.783	1.6400E+0
84.80	2.786	1.6400E+0
84.90	2.789	1.6500E+0
85.00	2.792	1.6500E+0
85.10	2.796	1.6500E+0
85.20	2.799	1.6400E+0
85.30	2.802	1.6400E+0
85.40	2.806	1.6400E+0
85.50	2.809	1.6400E+0
85.60	2.812	1.6500E+0
85.70	2.815	1.6500E+0
85.80	2.818	1.6500E+0
85.90	2.822	1.6500E+0
86.00	2.825	1.6500E+0
86.10	2.828	1.6500E+0
86.20	2.831	1.6500E+0
86.30	2.835	1.6500E+0
86.40	2.841	1.6500E+0
86.50	2.844	1.6500E+0
86.60	2.848	1.6500E+0
86.70	2.851	1.6500E+0
86.80	2.854	1.6500E+0
86.90	2.857	1.6600E+0
87.00	2.860	1.6500E+0
87.10	2.864	1.6600E+0
87.20	2.867	1.6500E+0
87.30	2.870	1.6600E+0
87.40	2.874	1.6500E+0
87.50	2.877	1.6600E+0
87.60	2.880	1.6600E+0
87.70	2.883	1.6600E+0
87.80	2.886	1.6600E+0
87.90	2.890	1.6600E+0
88.00	2.893	1.6600E+0
88.10	2.896	1.6600E+0
88.20	2.899	1.6600E+0
88.30	2.902	1.6600E+0
88.40	2.906	1.6600E+0
88.50	2.909	1.6700E+0
88.60	2.912	1.6600E+0
88.70	2.915	1.6600E+0
88.80	2.918	1.6600E+0
88.90	2.921	1.6700E+0
89.00	2.924	1.6700E+0
89.10	2.928	1.6700E+0
89.20	2.931	1.6700E+0
89.30	2.934	1.6700E+0
89.40	2.937	1.6700E+0
89.50	2.941	1.6700E+0
89.60	2.944	1.6600E+0
89.70	2.947	1.6700E+0
89.80	2.950	1.6700E+0
89.90	2.954	1.6600E+0
90.00	2.957	1.6800E+0
90.10	2.960	1.6600E+0
90.20	2.963	1.6700E+0
90.30	2.967	1.6700E+0
90.40	2.970	1.6800E+0
90.50	2.973	1.6700E+0
90.60	2.976	1.6700E+0
90.70	2.979	1.6800E+0
90.80	2.983	1.6800E+0
90.90	2.986	1.6700E+0
91.00	2.989	1.6800E+0
91.10	2.993	1.6700E+0
91.20	2.996	1.6800E+0
91.30	2.999	1.6800E+0
91.40	3.003	1.6800E+0
91.50	3.006	1.6600E+0
91.60	3.009	1.6800E+0
91.70	3.012	1.6800E+0
91.80	3.016	1.6800E+0
91.90	3.019	1.6800E+0
92.00	3.022	1.6800E+0
92.10	3.025	1.6800E+0
92.20	3.029	1.6800E+0
92.30	3.032	1.6800E+0
92.40	3.035	1.6800E+0
92.50	3.038	1.6700E+0
92.60	3.042	1.6800E+0
92.70	3.045	1.6800E+0
92.80	3.048	1.6700E+0
92.90	3.051	1.6800E+0
93.00	3.055	1.6800E+0
93.10	3.058	1.6900E+0
93.20	3.061	1.6800E+0
93.30	3.064	1.6900E+0
93.40	3.068	1.6900E+0
93.50	3.071	1.6900E+0
93.60	3.074	1.6900E+0
93.70	3.077	1.7000E+0
93.80	3.080	1.6900E+0
93.90	3.084	1.6800E+0
94.00	3.087	1.6900E+0
94.10	3.090	1.6900E+0
94.20	3.093	1.6800E+0
94.30	3.096	1.6900E+0
94.40	3.100	1.6900E+0
94.50	3.103	1.6900E+0
94.60	3.106	1.6900E+0
94.70	3.109	1.6900E+0
94.80	3.116	1.6800E+0
94.90	3.119	1.6900E+0
95.00	3.122	1.6900E+0
95.10	3.126	1.6900E+0
95.20	3.129	1.6900E+0
95.30	3.132	1.7000E+0
95.40	3.135	1.6900E+0
95.50	3.139	1.7000E+0
95.60	3.142	1.7000E+0
95.70	3.145	1.7000E+0
95.80	3.148	1.7000E+0
95.90	3.151	1.6900E+0
96.00	3.155	1.6900E+0
96.10	3.158	1.6900E+0
96.20	3.161	1.7000E+0
96.30	3.164	1.7000E+0
96.40	3.168	1.7000E+0
96.50	3.171	1.7000E+0
96.60	3.174	1.7000E+0
96.70	3.178	1.6900E+0
96.80	3.181	1.7000E+0
96.90	3.184	1.7000E+0
97.00	3.188	1.7000E+0
97.10	3.191	1.7000E+0
97.20	3.194	1.7100E+0
97.30	3.198	1.7000E+0
97.40	3.201	1.7000E+0
97.50	3.204	1.7000E+0
97.60	3.208	1.7100E+0
97.70	3.211	1.7100E+0
97.80	3.215	1.7000E+0
97.90	3.218	1.7000E+0
98.00	3.221	1.7100E+0
98.10	3.224	1.7000E+0
98.20	3.228	1.7100E+0
98.30	3.231	1.7100E+0
98.40	3.234	1.7000E+0
98.50	3.238	1.7000E+0
98.60	3.241	1.7100E+0
98.70	3.244	1.7100E+0
98.80	3.248	1.7100E+0
98.90	3.251	1.7100E+0
99.00	3.254	1.7100E+0
99.10	3.258	1.7100E+0
99.20	3.261	1.7100E+0
99.30	3.264	1.7100E+0
99.40	3.268	1.7100E+0
99.50	3.271	1.7100E+0
99.60	3.274	1.7100E+0
99.70	3.278	1.7200E+0
99.80	3.281	1.7200E+0
99.90	3.284	1.7100E+0
100.00	3.287	1.7100E+0
100.10	3.291	1.7200E+0
100.20	3.294	1.7200E+0
100.30	3.297	1.7200E+0
100.40	3.301	1.7200E+0
100.50	3.304	1.7200E+0
100.60	3.307	1.7200E+0
100.70	3.311	1.7200E+0
100.80	3.314	1.7100E+0
100.90	3.317	1.7100E+0
101.00	3.320	1.7200E+0
101.10	3.324	1.7200E+0
101.20	3.327	1.7200E+0
101.30	3.331	1.7200E+0
101.40	3.334	1.7200E+0
101.50	3.337	1.7200E+0
101.60	3.340	1.7200E+0
101.70	3.344	1.7200E+0
101.80	3.347	1.7200E+0
101.90	3.351	1.7200E+0
102.00	3.354	1.7100E+0
102.10	3.357	1.7200E+0
102.20	3.360	1.7200E+0
102.30	3.364	1.7200E+0
102.40	3.367	1.7200E+0
102.50	3.371	1.7200E+0
102.60	3.374	1.7200E+0
102.70	3.377	1.7200E+0
102.80	3.380	1.7200E+0
102.90	3.384	1.7200E+0
103.00	3.387	1.7200E+0
103.10	3.391	1.7200E+0
103.20	3.394	1.7200E+0
103.30	3.397	1.7200E+0
103.40	3.400	1.7100E+0
103.50	3.404	1.7200E+0
103.60	3.407	1.7200E+0
103.70	3.410	1.7200E+0
103.80	3.414	1.7200E+0
103.90	3.417	1.7200E+0
104.00	3.420	1.7200E+0
104.10	3.423	1.7300E+0
104.20	3.427	1.7200E+0
104.30	3.430	1.7300E+0
104.40	3.433	1.7200E+0
104.50	3.436	1.7200E+0
104.60	3.440	1.7200E+0
104.70	3.443	1.7200E+0
104.80	3.446	1.7200E+0
104.90	3.450	1.7300E+0
105.00	3.453	1.7300E+0
105.10	3.456	1.7200E+0
105.20	3.459	1.7200E+0
105.30	3.462	1.7200E+0
105.40	3.466	1.7300E+0
105.50	3.469	1.7300E+0
105.60	3.472	1.7300E+0
105.70	3.475	1.7200E+0
105.80	3.479	1.7200E+0
105.90	3.482	1.7200E+0
106.00	3.485	1.7300E+0
106.10	3.488	1.7300E+0
106.20	3.492	1.7300E+0
106.30	3.495	1.7400E+0
106.40	3.498	1.7300E+0
106.50	3.501	1.7300E+0
106.60	3.504	1.7300E+0
106.70	3.508	1.7300E+0
106.80	3.511	1.7300E+0
106.90	3.514	1.7400E+0
107.00	3.517	1.7300E+0
107.10	3.520	1.7300E+0
107.20	3.524	1.7400E+0
107.30	3.527	1.7300E+0
107.40	3.530	1.7300E+0
107.50	3.533	1.7400E+0
107.60	3.537	1.7300E+0
107.70	3.540	1.7300E+0
107.80	3.543	1.7300E+0
107.90	3.547	1.7300E+0
108.00	3.550	1.7400E+0
108.10	3.553	1.7400E+0
108.20	3.556	1.7400E+0
108.30	3.559	1.7400E+0
108.40	3.563	1.7400E+0
108.50	3.566	1.7500E+0
108.60	3.569	1.7500E+0
108.70	3.573	1.7400E+0
108.80	3.576	1.7400E+0
108.90	3.579	1.7400E+0
109.00	3.582	1.7400E+0
109.10	3.586	1.7300E+0
109.20	3.589	1.7400E+0
109.30	3.592	1.7400E+0
109.40	3.595	1.7400E+0
109.50	3.599	1.7500E+0
109.60	3.602	1.7500E+0
109.70	3.605	1.7500E+0
109.80	3.608	1.7500E+0
109.90	3.612	1.7500E+0
110.00	3.615	1.7400E+0
110.10	3.618	1.7500E+0
110.20	3.621	1.7500E+0
110.30	3.625	1.7400E+0
110.40	3.628	1.7400E+0
110.50	3.631	1.7500E+0
110.60	3.634	1.7400E+0
110.70	3.638	1.7400E+0
110.80	3.641	1.7500E+0
110.90	3.644	1.7500E+0
111.00	3.647	1.7500E+0
111.10	3.651	1.7500E+0
111.20	3.654	1.7500E+0
111.30	3.657	1.7500E+0
111.40	3.660	1.7500E+0
111.50	3.664	1.7500E+0
111.60	3.667	1.7500E+0
111.70	3.670	1.7400E+0
111.80	3.674	1.7500E+0
111.90	3.677	1.7500E+0
112.00	3.680	1.7600E+0
112.10	3.683	1.7500E+0
112.20	3.687	1.7600E+0
112.30	3.690	1.7500E+0
112.40	3.693	1.7500E+0
112.50	3.696	1.7500E+0
112.60	3.700	1.7600E+0
112.70	3.703	1.7600E+0
112.80	3.706	1.7700E+0
112.90	3.710	1.7500E+0
113.00	3.713	1.7600E+0
113.10	3.716	1.7600E+0
113.20	3.720	1.7600E+0
113.30	3.723	1.7600E+0
113.40	3.726	1.7600E+0
113.50	3.730	1.7600E+0
113.60	3.733	1.7500E+0
113.70	3.736	1.7600E+0
113.80	3.739	1.7500E+0
113.90	3.743	1.7600E+0
114.00	3.746	1.7600E+0
114.10	3.749	1.7600E+0
114.20	3.753	1.7600E+0
114.30	3.756	1.7700E+0
114.40	3.759	1.7600E+0
114.50	3.763	1.7600E+0
114.60	3.766	1.7600E+0
114.70	3.769	1.7600E+0
114.80	3.772	1.7600E+0
114.90	3.776	1.7700E+0
115.00	3.779	1.7600E+0
115.10	3.782	1.7600E+0
115.20	3.786	1.7600E+0
115.30	3.789	1.7600E+0
115.40	3.792	1.7700E+0
115.50	3.795	1.7600E+0
115.60	3.799	1.7600E+0
115.70	3.802	1.7700E+0
115.80	3.805	1.7700E+0
115.90	3.808	1.7700E+0
116.00	3.812	1.7700E+0
116.10	3.815	1.7700E+0
116.20	3.818	1.7600E+0
116.30	3.821	1.7700E+0
116.40	3.825	1.7700E+0
116.50	3.828	1.7600E+0
116.60	3.831	1.7700E+0
116.70	3.834	1.7700E+0
116.80	3.838	1.7800E+0
116.90	3.841	1.7800E+0
117.00	3.844	1.7700E+0
117.10	3.847	1.7600E+0
117.20	3.850	1.7700E+0
117.30	3.854	1.7700E+0
117.40	3.857	1.7800E+0
117.50	3.860	1.7700E+0
117.60	3.864	1.7700E+0
117.70	3.867	1.7800E+0
117.80	3.870	1.7800E+0
117.90	3.873	1.7700E+0
118.00	3.876	1.7800E+0
118.10	3.880	1.7700E+0
118.20	3.883	1.7700E+0
118.30	3.886	1.7800E+0
118.40	3.890	1.7800E+0
118.50	3.893	1.7700E+0
118.60	3.896	1.7800E+0
118.70	3.899	1.7800E+0
118.80	3.903	1.7900E+0
118.90	3.906	1.7800E+0
119.00	3.909	1.7700E+0
119.10	3.912	1.7800E+0
119.20	3.916	1.7800E+0
119.30	3.919	1.7700E+0
119.40	3.922	1.7800E+0
119.50	3.926	1.7800E+0
119.60	3.929	1.7800E+0
119.70	3.932	1.7800E+0
119.80	3.936	1.7800E+0
119.90	3.939	1.7800E+0
120.00	3.942	1.7800E+0
120.10	3.946	1.7800E+0
120.20	3.949	1.7800E+0
120.30	3.952	1.7800E+0
120.40	3.956	1.7800E+0
120.50	3.959	1.7800E+0
120.60	3.962	1.7800E+0
120.70	3.966	1.7800E+0
120.80	3.969	1.7800E+0
120.90	3.972	1.7900E+0
121.00	3.976	1.7800E+0
121.10	3.979	1.7900E+0
121.20	3.982	1.7900E+0
121.30	3.986	1.7900E+0
121.40	3.989	1.7900E+0
121.50	3.992	1.7900E+0
121.60	3.995	1.7800E+0
121.70	3.999	1.7800E+0
121.80	4.002	1.7800E+0
121.90	4.005	1.7800E+0
122.00	4.008	1.7800E+0
122.10	4.012	1.7900E+0
122.20	4.015	1.8000E+0
122.30	4.019	1.7900E+0
122.40	4.022	1.7900E+0
122.50	4.025	1.7900E+0
122.60	4.028	1.7900E+0
122.70	4.032	1.7800E+0
122.80	4.035	1.7800E+0
122.90	4.039	1.7900E+0
123.00	4.042	1.7900E+0
123.10	4.045	1.7900E+0
123.20	4.049	1.7900E+0
123.30	4.052	1.7900E+0
123.40	4.055	1.7800E+0
123.50	4.059	1.7900E+0
123.60	4.062	1.7900E+0
123.70	4.065	1.7900E+0
123.80	4.069	1.7900E+0
123.90	4.072	1.8000E+0
124.00	4.075	1.8000E+0
124.10	4.079	1.7900E+0
124.20	4.082	1.7900E+0
124.30	4.085	1.7800E+0
124.40	4.088	1.7900E+0
124.50	4.092	1.7900E+0
124.60	4.095	1.7900E+0
124.70	4.099	1.7900E+0
124.80	4.102	1.7900E+0
124.90	4.105	1.7900E+0
125.00	4.109	1.8000E+0
125.10	4.112	1.8000E+0
125.20	4.115	1.8000E+0
125.30	4.119	1.8000E+0
125.40	4.122	1.7900E+0
125.50	4.126	1.8000E+0
125.60	4.129	1.7900E+0
125.70	4.132	1.8000E+0
125.80	4.135	1.8000E+0
125.90	4.139	1.8000E+0
126.00	4.142	1.8100E+0
126.10	4.145	1.7900E+0
126.20	4.148	1.8000E+0
126.30	4.152	1.7900E+0
126.40	4.155	1.7900E+0
126.50	4.158	1.7900E+0
126.60	4.162	1.7900E+0
126.70	4.165	1.8000E+0
126.80	4.168	1.8000E+0
126.90	4.171	1.8000E+0
127.00	4.175	1.8000E+0
127.10	4.178	1.7900E+0
127.20	4.181	1.7900E+0
127.30	4.185	1.8000E+0
127.40	4.188	1.7900E+0
127.50	4.191	1.7900E+0
127.60	4.195	1.8000E+0
127.70	4.198	1.8000E+0
127.80	4.201	1.8100E+0
127.90	4.204	1.8000E+0
128.00	4.208	1.8000E+0
128.10	4.211	1.8000E+0
128.20	4.214	1.8000E+0
128.30	4.218	1.8000E+0
128.40	4.221	1.8000E+0
128.50	4.224	1.8000E+0
128.60	4.228	1.8000E+0
128.70	4.231	1.8000E+0
128.80	4.234	1.8000E+0
128.90	4.238	1.8000E+0
129.00	4.241	1.8100E+0
129.10	4.244	1.8100E+0
129.20	4.247	1.8000E+0
129.30	4.251	1.8100E+0
129.40	4.254	1.8100E+0
129.50	4.258	1.8100E+0
129.60	4.261	1.8000E+0
129.70	4.264	1.8000E+0
129.80	4.267	1.8100E+0
129.90	4.271	1.8100E+0
130.00	4.274	1.8000E+0
130.10	4.278	1.8000E+0
130.20	4.281	1.8100E+0
130.30	4.284	1.8100E+0
130.40	4.287	1.8100E+0
130.50	4.291	1.8100E+0
130.60	4.294	1.8100E+0
130.70	4.297	1.8100E+0
130.80	4.300	1.8100E+0
130.90	4.303	1.8100E+0
131.00	4.307	1.8100E+0
131.10	4.310	1.8100E+0
131.20	4.313	1.8100E+0
131.30	4.316	1.8100E+0
131.40	4.319	1.8100E+0
131.50	4.323	1.8100E+0
131.60	4.326	1.8100E+0
131.70	4.329	1.8000E+0
131.80	4.332	1.8100E+0
131.90	4.336	1.8100E+0
132.00	4.339	1.8000E+0
132.10	4.342	1.8100E+0
132.20	4.345	1.8000E+0
132.30	4.348	1.8100E+0
132.40	4.352	1.8100E+0
132.50	4.355	1.8200E+0
132.60	4.358	1.8100E+0
132.70	4.361	1.8100E+0
132.80	4.364	1.8000E+0
132.90	4.368	1.8100E+0
133.00	4.371	1.8200E+0
133.10	4.374	1.8100E+0
133.20	4.377	1.8100E+0
133.30	4.380	1.8100E+0
133.40	4.384	1.8100E+0
133.50	4.387	1.8100E+0
133.60	4.390	1.8100E+0
133.70	4.393	1.8200E+0
133.80	4.397	1.8100E+0
133.90	4.400	1.8100E+0
134.00	4.403	1.8200E+0
134.10	4.407	1.8100E+0
134.20	4.410	1.8100E+0
134.30	4.413	1.8200E+0
134.40	4.416	1.8200E+0
134.50	4.420	1.8200E+0
134.60	4.423	1.8100E+0
134.70	4.426	1.8100E+0
134.80	4.429	1.8100E+0
134.90	4.433	1.8100E+0
135.00	4.436	1.8200E+0
135.10	4.439	1.8100E+0
135.20	4.443	1.8100E+0
135.30	4.446	1.8100E+0
135.40	4.449	1.8100E+0
135.50	4.452	1.8200E+0
135.60	4.456	1.8200E+0
135.70	4.459	1.8200E+0
135.80	4.463	1.8100E+0
135.90	4.466	1.8100E+0
136.00	4.469	1.8200E+0
136.10	4.472	1.8200E+0
136.20	4.475	1.8100E+0
136.30	4.479	1.8200E+0
136.40	4.482	1.8200E+0
136.50	4.485	1.8200E+0
136.60	4.489	1.8200E+0
136.70	4.492	1.8100E+0
136.80	4.495	1.8100E+0
136.90	4.499	1.8100E+0
137.00	4.502	1.8200E+0
137.10	4.506	1.8100E+0
137.20	4.509	1.8200E+0
137.30	4.512	1.8200E+0
137.40	4.515	1.8200E+0
137.50	4.519	1.8200E+0
137.60	4.522	1.8200E+0
137.70	4.525	1.8200E+0
137.80	4.528	1.8200E+0
137.90	4.532	1.8200E+0
138.00	4.535	1.8200E+0
138.10	4.538	1.8200E+0
138.20	4.542	1.8100E+0
138.30	4.545	1.8100E+0
138.40	4.548	1.8200E+0
138.50	4.551	1.8100E+0
138.60	4.555	1.8200E+0
138.70	4.558	1.8200E+0
138.80	4.561	1.8200E+0
138.90	4.564	1.8200E+0
139.00	4.568	1.8200E+0
139.10	4.571	1.8200E+0
139.20	4.574	1.8200E+0
139.30	4.578	1.8200E+0
139.40	4.581	1.8300E+0
139.50	4.584	1.8300E+0
139.60	4.588	1.8200E+0
139.70	4.591	1.8200E+0
139.80	4.595	1.8200E+0
139.90	4.598	1.8300E+0
140.00	4.601	1.8200E+0
140.10	4.604	1.8100E+0
140.20	4.608	1.8200E+0
140.30	4.611	1.8200E+0
140.40	4.614	1.8300E+0
140.50	4.618	1.8200E+0
140.60	4.621	1.8300E+0
140.70	4.624	1.8200E+0
140.80	4.627	1.8200E+0
140.90	4.631	1.8300E+0
141.00	4.634	1.8200E+0
141.10	4.637	1.8100E+0
141.20	4.640	1.8200E+0
141.30	4.644	1.8200E+0
141.40	4.647	1.8200E+0
141.50	4.650	1.8200E+0
141.60	4.654	1.8200E+0
141.70	4.657	1.8300E+0
141.80	4.660	1.8300E+0
141.90	4.663	1.8200E+0
142.00	4.667	1.8300E+0
142.10	4.670	1.8300E+0
142.20	4.673	1.8300E+0
142.30	4.676	1.8200E+0
142.40	4.680	1.8200E+0
142.50	4.683	1.8200E+0
142.60	4.686	1.8200E+0
142.70	4.690	1.8300E+0
142.80	4.693	1.8300E+0
142.90	4.696	1.8200E+0
143.00	4.699	1.8200E+0
143.10	4.703	1.8200E+0
143.20	4.706	1.8300E+0
143.30	4.709	1.8200E+0
143.40	4.712	1.8200E+0
143.50	4.715	1.8200E+0
143.60	4.719	1.8200E+0
143.70	4.722	1.8300E+0
143.80	4.725	1.8200E+0
143.90	4.728	1.8200E+0
144.00	4.731	1.8200E+0
144.10	4.735	1.8200E+0
144.20	4.738	1.8200E+0
144.30	4.741	1.8200E+0
144.40	4.744	1.8300E+0
144.50	4.748	1.8200E+0
144.60	4.751	1.8200E+0
144.70	4.754	1.8300E+0
144.80	4.757	1.8200E+0
144.90	4.761	1.8300E+0
145.00	4.764	1.8200E+0
145.10	4.767	1.8300E+0
145.20	4.771	1.8300E+0
145.30	4.774	1.8200E+0
145.40	4.777	1.8300E+0
145.50	4.781	1.8200E+0
145.60	4.784	1.8200E+0
145.70	4.787	1.8200E+0
145.80	4.791	1.8200E+0
145.90	4.794	1.8200E+0
146.00	4.798	1.8200E+0
146.10	4.801	1.8300E+0
146.20	4.805	1.8200E+0
146.30	4.808	1.8200E+0
146.40	4.811	1.8200E+0
146.50	4.815	1.8200E+0
146.60	4.818	1.8300E+0
146.70	4.822	1.8200E+0
146.80	4.825	1.8200E+0
146.90	4.828	1.8200E+0
147.00	4.831	1.8200E+0
147.10	4.835	1.8200E+0
147.20	4.838	1.8200E+0
147.30	4.842	1.8300E+0
147.40	4.845	1.8200E+0
147.50	4.848	1.8100E+0
147.60	4.852	1.8200E+0
147.70	4.855	1.8300E+0
147.80	4.858	1.8200E+0
147.90	4.862	1.8300E+0
148.00	4.865	1.8200E+0
148.10	4.868	1.8300E+0
148.20	4.872	1.8200E+0
148.30	4.875	1.8300E+0
148.40	4.879	1.8200E+0
148.50	4.882	1.8300E+0
148.60	4.885	1.8200E+0
148.70	4.889	1.8200E+0
148.80	4.892	1.8200E+0
148.90	4.895	1.8200E+0
149.00	4.899	1.8200E+0
149.10	4.902	1.8200E+0
149.20	4.905	1.8200E+0
149.30	4.908	1.8200E+0
149.40	4.912	1.8200E+0
149.50	4.915	1.8200E+0
149.60	4.918	1.8200E+0
149.70	4.922	1.8100E+0
149.80	4.925	1.8200E+0
149.90	4.928	1.8300E+0
150.00	4.931	1.8200E+0
150.10	4.935	1.8300E+0
150.20	4.938	1.8200E+0
150.30	4.941	1.8200E+0
150.40	4.945	1.8200E+0
150.50	4.948	1.8200E+0
150.60	4.951	1.8200E+0
150.70	4.955	1.8200E+0
150.80	4.958	1.8200E+0
150.90	4.961	1.8200E+0
151.00	4.964	1.8200E+0
151.10	4.968	1.8200E+0
151.20	4.971	1.8200E+0
151.30	4.974	1.8200E+0
151.40	4.978	1.8200E+0
151.50	4.981	1.8300E+0
151.60	4.984	1.8300E+0
151.70	4.987	1.8300E+0
151.80	4.991	1.8300E+0
151.90	4.994	1.8200E+0
152.00	4.998	1.8200E+0
152.10	5.001	1.8300E+0
152.20	5.004	1.8300E+0
152.30	5.007	1.8200E+0
152.40	5.011	1.8200E+0
152.50	5.014	1.8300E+0
152.60	5.018	1.8300E+0
152.70	5.021	1.8200E+0
152.80	5.024	1.8200E+0
152.90	5.027	1.8200E+0
153.00	5.030	1.8300E+0
153.10	5.034	1.8200E+0
153.20	5.037	1.8200E+0
153.30	5.040	1.8200E+0
153.40	5.044	1.8300E+0
153.50	5.047	1.8200E+0
153.60	5.050	1.8200E+0
153.70	5.054	1.8200E+0
153.80	5.057	1.8300E+0
153.90	5.060	1.8200E+0
154.00	5.063	1.8200E+0
154.10	5.067	1.8200E+0
154.20	5.070	1.8200E+0
154.30	5.073	1.8200E+0
154.40	5.076	1.8200E+0
154.50	5.080	1.8200E+0
154.60	5.083	1.8200E+0
154.70	5.086	1.8300E+0
154.80	5.090	1.8300E+0
154.90	5.093	1.8200E+0
155.00	5.096	1.8300E+0
155.10	5.099	1.8200E+0
155.20	5.103	1.8200E+0
155.30	5.106	1.8200E+0
155.40	5.109	1.8200E+0
155.50	5.112	1.8200E+0
155.60	5.115	1.8200E+0
155.70	5.119	1.8200E+0
155.80	5.122	1.8200E+0
155.90	5.125	1.8200E+0
156.00	5.128	1.8200E+0
156.10	5.132	1.8100E+0
156.20	5.135	1.8300E+0
156.30	5.138	1.8200E+0
156.40	5.141	1.8200E+0
156.50	5.144	1.8300E+0
156.60	5.148	1.8300E+0
156.70	5.151	1.8200E+0
156.80	5.154	1.8200E+0
156.90	5.158	1.8200E+0
157.00	5.161	1.8200E+0
157.10	5.164	1.8200E+0
157.20	5.167	1.8300E+0
157.30	5.170	1.8100E+0
157.40	5.174	1.8200E+0
157.50	5.177	1.8200E+0
157.60	5.180	1.8200E+0
157.70	5.183	1.8100E+0
157.80	5.187	1.8100E+0
157.90	5.190	1.8200E+0
158.00	5.193	1.8200E+0
158.10	5.196	1.8200E+0
158.20	5.200	1.8200E+0
158.30	5.203	1.8100E+0
158.40	5.206	1.8200E+0
158.50	5.209	1.8300E+0
158.60	5.212	1.8100E+0
158.70	5.215	1.8200E+0
158.80	5.219	1.8200E+0
158.90	5.222	1.8100E+0
159.00	5.225	1.8100E+0
159.10	5.228	1.8200E+0
159.20	5.232	1.8200E+0
159.30	5.235	1.8100E+0
159.40	5.238	1.8200E+0
159.50	5.242	1.8200E+0
159.60	5.245	1.8200E+0
159.70	5.248	1.8200E+0
159.80	5.251	1.8200E+0
159.90	5.255	1.8200E+0
160.00	5.258	1.8200E+0
160.10	5.261	1.8200E+0
160.20	5.264	1.8100E+0
160.30	5.268	1.8200E+0
160.40	5.271	1.8200E+0
160.50	5.274	1.8200E+0
160.60	5.278	1.8100E+0
160.70	5.281	1.8200E+0
160.80	5.284	1.8300E+0
160.90	5.287	1.8200E+0
161.00	5.291	1.8200E+0
161.10	5.294	1.8200E+0
161.20	5.297	1.8200E+0
161.30	5.300	1.8100E+0
161.40	5.304	1.8200E+0
161.50	5.307	1.8200E+0
161.60	5.310	1.8200E+0
161.70	5.314	1.8100E+0
161.80	5.317	1.8100E+0
161.90	5.320	1.8100E+0
162.00	5.324	1.8100E+0
162.10	5.327	1.8200E+0
162.20	5.330	1.8200E+0
162.30	5.334	1.8300E+0
162.40	5.337	1.8200E+0
162.50	5.340	1.8200E+0
162.60	5.343	1.8200E+0
162.70	5.347	1.8200E+0
162.80	5.350	1.8200E+0
162.90	5.353	1.8200E+0
163.00	5.356	1.8100E+0
163.10	5.360	1.8200E+0
163.20	5.363	1.8100E+0
163.30	5.367	1.8100E+0
163.40	5.370	1.8200E+0
163.50	5.373	1.8200E+0
163.60	5.377	1.8100E+0
163.70	5.380	1.8100E+0
163.80	5.383	1.8200E+0
163.90	5.387	1.8200E+0
164.00	5.390	1.8100E+0
164.10	5.393	1.8100E+0
164.20	5.397	1.8200E+0
164.30	5.400	1.8200E+0
164.40	5.403	1.8200E+0
164.50	5.407	1.8100E+0
164.60	5.410	1.8200E+0
164.70	5.413	1.8100E+0
164.80	5.416	1.8100E+0
164.90	5.420	1.8100E+0
165.00	5.423	1.8100E+0
165.10	5.426	1.8100E+0
165.20	5.429	1.8200E+0
165.30	5.432	1.8200E+0
165.40	5.436	1.8200E+0
165.50	5.439	1.8200E+0
165.60	5.442	1.8100E+0
